tbl,year,qtr,region_name,prj_id,prj_title,prjpis_countries_of_destination,usa,canada,aus,ph,eu,asia,middle_east,total_exporters
ByQtr,2021,1,CALABARZON,905,"TECHNOLOGY UPGRADING FOR PRODUCT DEVELOPMENT OF HONEYBEE MULTI-PURPOSE COOPERATIVE IN BALETE, BATANGAS THROUGH EQUIPMENT ACQUISITION",N/A,0,0,0,0,0,0,0,0
ByQtr,2021,1,CALABARZON,914,"UPRADING OF SALT-DRYING PROCESS AND ESTABLISHMENT OF QUALITY STANDARDS FOR SALT PRODUCTION OF CARIDAD ILAYA MULTIPURPOSE COOPERATIVE (CIMPC)",,0,0,0,0,0,0,0,0
ByQtr,2021,1,CALABARZON,915,"PRODUCTION IMPROVEMENT OF TABLEA AND CHOCOLATE PROCESSING FOR CACAO GROWERS ASSOCIATION OF SAN ANTONIO QUEZON INC",,0,0,0,0,0,0,0,0
ByQtr,2021,1,CALABARZON,916,"UPGRADING OF TURMERIC POWDER PRODUCTION OF MAMALAHIN 2 RURAL IMPROVEMENT CLUB (MAMARIC)",Philippines,0,0,0,1,0,0,0,1
ByQtr,2021,1,CALABARZON,921,"ESTABLISHMENT AND DEVELOPMENT OF A NATIVE BEE FARM FOR DUMAGAT IN MAUBAN QUEZON",,0,0,0,0,0,0,0,0
ByQtr,2021,1,CALABARZON,922,"Strengthening the Production Capabilities of FISH2GO by investing on Modern Production Equipment",,0,0,0,0,0,0,0,0
ByQtr,2021,1,CALABARZON,934,"ADOPTION OF SOLAR POWER SYSTEM IN THE POULTRY FARMING OF ROSY CHICKS FARM",,0,0,0,0,0,0,0,0
ByQtr,2021,1,CALABARZON,936,"TECHNOLOGY UPGRADE AND PROCESS IMPROVEMENT OF PHP NOODLE HAUS IN BRGY. TALIBA, SAN LUIS, BATANGAS",Philippines,0,0,0,1,0,0,0,1
ByQtr,2021,1,CALABARZON,971,"Enhancement of Quality Complementary Food Products through Acquisition of Appropriate Packaging Material",Philippines,0,0,0,1,0,0,0,1
ByQtr,2021,1,CALABARZON,984,"UPGRADING OF PROCESS OF PIZZA PRODUCTION AND EXECUTION OF DOST-DESIGNED PACKAGING MATERIAL OF CHEF ARY AND KY&#039;S PIZZERIA AND RESTO",Philippines,0,0,0,1,0,0,0,1
ByQtr,2021,1,CALABARZON,997,"Project AETAguyod: Establishment of an S&amp;T-based Community Livelihood for Aetas in San Luis, Batangas",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,30,"Packaging and Labeling Improvement of Taliba Soap Manufacturing Products",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,32,"Upgrading of the Production Capabilities of Mardak Global Export Inc. in Montalban, Rizal through Equipment Modernization","USA
Canada
Japan
UK
Korea",1,1,0,0,1,1,0,4
ByQtr,2020,1,CALABARZON,40,"Biogas System Facility for Proper Farm Waste Disposal and Source of Renewable  Energy  for JFarm Agri Enterprise",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,43,"Enhancing Capability of VN Industrial Tooling Services through Upgrading the Shearing and Bending Processes",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,50,"Upgrading of production facility of MAB Poultry Farm through Equipment Acquisition",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,53,"Upgrading of Soap Production facility of DA TWINS MARKETING through Equipment Acquisition",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,56,"Automation of Siomai Production of Jam Food Products in Cainta, Rizal through Equipment Acquisition","NO EXPORTED PRODUCTS",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,65,"Provision Of Biogas System Facility For Utilization Into Renewable Energy And Proper Farm Waste Disposal",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,67,"Upgrading of the Production Facility of Sabuhin Bakery through Equipment Acquisition",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,75,"Upgrading of the Metal Fabrication Facility of Macky Industrial and General Services through Provision of Equipment",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,80,"Process Improvement through Acquisition of Baking Equipment and Development of Label Design and Packaging",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,206,"Upgrading of Compost and Vermicompost Production at Melendres Agricultural Farm in Antipolo City through Equipment Acquisition","NO EXPORTED",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,212,"Establishment of Fruit Processing Center for SAMABAI, Antipolo City","NO EXPORTED PRODUCTS",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,235,"Enhancement of the Post-Harvest Production Capability of CALAMBA UPLAND FARMERS MULTI-PURPOSE COOPERATIVE Through the Provision of a Modern Dryer and Corn Sheller",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,241,"Upgrading of Heat Treatment and milling of elf Precision Tooling Services",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,248,"Upgrading of Production Facility of Digit-All Enterprises",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,263,"Equipment Upgrade to Maximize Productivity of Rapid Curing Production Line in Manufacturing of Quality Chicken Salted Eggs",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,264,"Installation of a Press Brake 50T NC for Metal Fabrication of Goldros Corporation in Angono, Rizal","NO EXPORTED PRODUCTS",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,265,"Upgrading of Bibingka Production of Hannah&#039;s Bibingkang Galapong with Sauce","NO EXPORTED PRODUCTS",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,271,"Upgrading of the Production Process of Golden J Siopao",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,273,"Upgrading of Rice Mill Facility of Ramsland Rice Mill",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,277,"Improvement of Street- Food Vending as Community- Based Livelihood opportunities for Vendors of the Local Government Unit (LGU) of Bacoor",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,279,"Enhancing Technical Capability of Mariñas Technologies, Inc. in the Commercialization of MRF (Material Recovery Facility) through the Provision of CNC Horizontal Lathe Machine",N/A,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,284,"Mechanization of processes in the production of personal and home care products",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,288,"ESTABLISHMENT MEAT PROCESSING FACILITY FOR KASANGKAP MPC",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,289,"COMMUNITY BASED BioChar (BIOMASS CHARCOAL BRIQUETTING) in Calminue, Cavinti, Laguna",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,291,"UPGRADING OF SOAP PROCESSING TECHNOLOGY OF PAAGAHAN   MULTI PURPOSE COOPERATIVE(PARCMPC)",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,292,"COMMERCIALIZATION OF S&amp;T BASED TECHNOLOGIES FOR BANANA (NEW IMPROVED LAKATAN AND SABA) PRODUCTION IN CAVINTI, LAGUNA",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,293,"COMMUNITY BASED BioChar (BIOMASS CHARCOAL BRIQUETTING) FOR THE WOMEN IP OF SANTA MARIA, LAGUNA",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,297,"Selection and Performance Validation of Aromatic and Pigmented Rice Varieties and Pilot Production of Brown Rice",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,298,"Mechanization of Cassava Food Processing of Gumihan-Lamao Farmers Development Cooperative",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,299,"Upgrading the Village Type Corn Dryer of Calamba Upland Farmers Multi-Purpose Cooperative",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,302,"Capacity Upgrading in the Production of Rags and Candles of Kabuhayan at Kaunlaran Consumer&#039;s Cooperative",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,304,"Enhancing Technical Capability of Balok Sewers through Utilization of Upgraded Sewing Technology",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,309,"Development of Production Capability and Capacity of Gordola Food Enterprise through Product Quality Analysis and Equipment Acquisition",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,312,"Enhancing the Production Capability of Marvzzivan Trading through Technology Upgrading",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,316,"Improvement of Pizza Production of Chef Ary and Ky&#039;s Pizzeria and Resto",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,323,"Upgrading of Process of JVE Natural Nipa Food Products",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,325,"Upgrading of Rice Milling Process of Aspilla Rice Mill in Pililla, Rizal","NO EXPORTED PRODUCTS",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,326,"Upgrading of Furniture Production  Capability of Emvel Furniture  Manufacturing Through Equipment Acquisition in Tanay, Rizal",N/A,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,328,"Productivity Enhancement thru Integration of Bakery Equipment for Golden Wheat Bakery",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,331,"Bio Briquette Charcoal Production of Mascap Integrated Producers Cooperative (MIPC)","NO EXPORTED PRODUCT",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,332,"Establishment of Peanut Butter Processing Center for Boyet Ynares Ladies Movement in Binangonan","NO EXPORTED PRODUCTS",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,335,"Upgrading of Bamboo Processing Facility of Cardona Multi-Purpose Cooperative Through Equipment Acquisition","NO EXPORTED PRODUCT",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,336,"SETUP PHASE II: Upgrading of the Production Capacity of Philippine Moringa and More Corp. (also known as MLGS Herbal Food Products)","NO EXPORTED PRODUCT",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,337,"Upgrading of Furniture Production Capability Through Equipment Acquisition","no exported products",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,338,"Improvement of Production Capabilities of Crescens Graphics Print-Ink Services Co. Through Upgrading of Equipment","NO EXPORTED PRODUCTS",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,339,"Mechanization of Cookie Production thru the provision of Cookie depositor and cookie forming machine and improvement of packaging equipment for Gem See&#039;s Cakeshop",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,340,"PRODUCTIVITY ENHANCEMENT OF CRISTALIN FOOTWEAR THRU THE INSTALLATION OF SOLAR PANELS AS ALTERNATIVE SOURCE OF ENERGY",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,345,"Enhancing the Production Capability of Sweet Solutions  Bakeshop thru Acquisition of Modern Baking Equipment",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,347,"Production Efficiency Improvement of Pancit Lucban for Racelis Miki Factory",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,350,"Upgrading of the Production Process of Teng&#039;s Cakes and Pastries",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,351,"Upgrading of Existing Equipment fro Roasted Corn Powder Production of Adelet&#039;s Food Products",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,353,"Printing Production and Quality Improvement fro Printerest Design Studio",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,354,"Improvement of the Production, Product Quality, and Safety of VIBABIPAGASA Agrarian Reform Cooperative",None,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,357,"Adoption of New Technology and Upgrading of Existing Equipment for Donut Production of MJ and PJ Bakeshop",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,361,"Upgrading of Production facility of Mira&#039;s Turmeric Products",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,363,"ACQUISITION OF APPROPRIATE EQUIPMENT TO UPGRADE MARVON DRYING SERVICES PRODUCTION FACILITY",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,364,"Upgrading of Database Management System of San Jose Workers Multipurpose Cooperative through the Integrated Accounting Software and Point-of-Sale System",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,366,"Bottling Process Improvement in Barako Coffee and Native White Ginger Liqueur Production",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,368,"Ginger Processing Enhancement of Sampaloc Agrarian Reform Benificiaries Multi-Purporse Cooperative (SARBMPC) in Sampaloc, Tanay","NO EXPORTED PRODUCTS",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,370,"Establishment of Mushroom Culture and Processing Facility of Niogan Agrarian Reform Beneficiaries Multi-Purpose Cooperative (NARBS MPC)","NO EXPORTED PRODUCTS",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,374,"Technology Upgrading of Alevro Precision Tooling Services through Acquisition of CNC Equipment",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,375,"Productivity Improvement through Integration of Additional Equipment",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,382,"Strengthening the Production Capability and Marketing Potential of Dolly&#039;s Banana Chips",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,387,"JJ Agriventures Inc. Acquisition of New Equipment for Livestock Feed Production in Morong, Rizal","no exported product",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,389,"MECHANIZATION OF THE PRODUCTION PROCESSES AND GMP IMPLEMENTATION OF GINGA AGRIFOOD MANUFACTURING ENTERPRISES, INC.â€",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,396,"Improvement of the Drying Process of Dried Pancit Lucban of New A.M. Miki Factory",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,397,"Improving the Capability and Quality Services of Nart Development  and Construction",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,400,"Raw Materials Storage Facility Upgrade of Qualimeal Feedmills, Inc.",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,404,"Bread and Pastries Production Facility Enhancement of the Canossian Sisters of Tagaytay City as Community-Based Livelihood Opportunities for members of PWDCT (Poor Women Development Coordinating Team)",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,405,"Equipment Upgrade for Improved Production Facility of Cordero Sewing Services",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,407,"Upgrading of Biodegradable Wastes Processing Capability of Municipality of Carmona, Cavite through Provision of 1, 000kg Capacity Biorector",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,408,"Establishment of City of Bacoor Food Processing Center, a Community- Based Livelihood Project for members of City Livelihood Cooperative",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,409,"Fruit Preserves Production Facility Improvement for Centro Filipino For returning Migrants, Inc. (C4RM) as Community-Based Livelihood Opportunities for OFW Returnees and Their Families",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,410,"Productivity and Packaging Improvement of Tofu as Community-Based Livelihood Opportinities for Members of Ten Talents Producers Cooperative",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,411,"Upgrading of Food Production Facility of RGK Food Products",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,412,"Upgrading of Coconut Husks Common Service Facility in Mabini Batangas",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,413,"Establishment of Fish Processing Facility of TamBauanguena in Bauan,  Batangas",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,414,"Adoption of New technology and Upgrading of Existing Equipment for Broas and Camachile Production of Campville&#039;s Food Industries",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,416,"Acquisition of Appropriate Equipment to Upgrade the Production Capability of JMS Metal Fabrication and Precision Tooling Services",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,418,"Technology Enhancement of the Production Capabilities of Obiena Enterprises Co. by Investing on Modern Production Equipment",local-Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,419,"Improvement of the Production Process of Advent Soy Beanery",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,422,"Printing Technology Upgrade for VR Grafix Autosign in Mabini, Batangas",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,423,"Upgrading of Production Facility of Lecca Sports Wear",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,425,"Upgrading of Peanut Butter Production of Master Gian Food Products Through Equipment Acquisition in Antipolo City, Rizal","NO EXPORTED PRODUCTS",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,430,"Acquisition of Appropriate Equipment to Upgrade the Production Facility of CAA Sweets Enterprises",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,431,"Technology Upgrade on Soy Bean Processing Facility of Saludare Food House",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,432,"Upgrading of Production facility of BEZ Trading and Services through Equipment Acquisition",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,435,"Technology Upgrade of Baking Facility of Donappetit Cakes and Pastries",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,436,"Establishment of Food Processing Center of YMCA - San Pablo","South Luzon areas",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,437,"COMMUNITY BASED BioChar (BIOMASS CHARCOAL BRIQUETTING) in Pulot, Kalayaan, Laguna",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,438,"Improvement and Mechanization of Processes in the Production of All-Natural Compost Tea Fertilizer",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,439,"Establishment of Baking Facility for the Production of Uraro Chips, Cakes and Pastries in Rizal, Laguna",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,440,"Upgrading of Milling Process &amp; Spring Production of Springtech Industrial Supply",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,444,"MECHANIZATION OF RENDERING PROCESS FOR FILICETIE RENDERING PLANT",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,446,"Upgrading the Firing Process of CSM Philippines, Inc.","US, Europe, Japan",1,0,0,0,1,1,0,3
ByQtr,2020,1,CALABARZON,447,"Improvement of Product Quality and Safety of Bread Products of Dan and Thea Bakery through Upgrading of Equipment",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,448,"Modernization of the Production Process of Farmtec Foods, Inc.",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,449,"Enhancing the Production Capacity for Fish Processing of Sophie&#039;s Gourmet",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,493,"Upgrading of Turmeric Powder Production of Charn&#039;s Food Products",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,494,"Production Process and Product Improvement of RBM Bakeshop",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,495,"Mechanization of Production Processes of Siony&#039;s Pili Tarts and Pastillas",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,498,"Upgrading of Production Facility of G.B. Daza Longanisa Lucban",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,499,"Upgrading of Bread and Biscuit Production Facility of Sabuhin Bakery",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,501,"Capability and Capacity Improvement in Abaca Carpet and Rugs Processing Facility through Equipment Upgrade",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,503,"Upgrading of Advertising Material Production Facility of Harugrafiko Printing Services",,0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,504,"Automation of Lathing Process of New Sun Machine Shop Engineering Services and Supplies",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,505,"Printing Production and Quality Improvement for 60-B Cyberstation",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,509,"Upgrading of Production Capability of Binthau Bakeshop through Acquisition of New Equipment","NO EXPORTED PRODUCT",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,510,"Upgrading of Brewery Processes of Santiago Craft Brewery Inc. in Antipolo City, Rizal","no exported products",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,511,"Packaging and Label Design Execution for the Sinaing na Tulingan (Skipjack tuna) of FilEntreps MPC",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,513,"Establishment of Tea Processing Facility for the Cuyambay Ladies Association for Unity and Development (CLAUD) in Tanay, Rizal","NO EXPORTED PRODUCTS",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,514,"Improvement of Shelf Life of Dairy products of Llano Farmers Multipurpose Cooperative in Jalajala Rizal","NO EXPORTED PRODUCT",0,0,0,0,0,0,0,0
ByQtr,2020,1,CALABARZON,521,"IMPROVEMENT OF PRODUCTION EFFICIENCY, PRODUCT QUALITY AND SAFETY OF COMPLEMENTARY FOODS PRODUCED BY LGU-MULANAY",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,522,"UPGRADING THE PRODUCTION PROCESS AND PRODUCTS OF SILI GROWERS ASSOCIATION",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,524,"Establishment of Drying Facility for the Local Government Unit of Panukulan",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,525,"Improvement of the Grinding Process of Joemix (Rice-Monggo-Sesame Complementary Food)",Philippines,0,0,0,1,0,0,0,1
ByQtr,2020,1,CALABARZON,530,"Upgrading the Retort Process Technology of Reyson&#039;s Food Processing","Canada, Singapore, Middle East and New Zealand",0,1,0,0,0,1,1,3
